ID,ID_Tipo_de_impressora,Ultima_manutencao,Data_de_aquisicao,Disponibilidade,Em_uso,Possui_defeito
2086,Brother 8157dn,17/1/2024,4/7/2020,Sim,Não,Não
2087,Brother L5652dn,11/4/2024,7/5/2021,Sim,Não,Não
2088,Brother 8952dw,4/5/2024,25/8/2023,Sim,Não,Não
2089,HP P2055dn,17/9/2024,18/10/2020,Sim,Não,Não
2090,HP M1212nf,8/12/2024,13/8/2023,Sim,Não,Não
2091,Brother L5652dn,20/7/2024,4/4/2023,Sim,Não,Não
2092,HP Pro M201dw,15/6/2024,27/7/2022,Sim,Não,Não
2093,HP Pro M201dw,3/2/2024,12/8/2020,Sim,Não,Não
2094,Brother 8952dw,22/4/2024,13/1/2023,Sim,Não,Não
2095,HP P2055dn,10/7/2024,16/10/2023,Sim,Não,Não
2096,HP M1212nf,28/2/2024,13/12/2022,Sim,Não,Não
2097,HP P1606dn,6/3/2024,23/12/2021,Sim,Não,Não
2098,Brother 7065dn,9/9/2024,3/11/2020,Sim,Não,Não
2099,HP P1606dn,26/12/2024,11/3/2022,Sim,Não,Não
2100,Kyocera M2040dn,19/2/2024,23/9/2023,Sim,Não,Não
2101,HP P1606dn,3/1/2024,16/11/2022,Sim,Não,Não
2102,HP Pro M127fn,1/1/2024,13/12/2023,Sim,Não,Não
2103,Brother 8157dn,28/11/2024,19/10/2020,Não,Não,Sim
2104,Brother L5652dn,3/1/2024,27/10/2022,Sim,Não,Não
2105,Brother 7065dn,22/9/2024,13/8/2022,Não,Não,Sim
2106,HP Pro M201dw,27/5/2024,21/4/2021,Sim,Não,Não
2107,Brother L5652dn,3/9/2024,8/7/2021,Sim,Não,Não
2108,HP P1606dn,17/7/2024,5/11/2020,Sim,Não,Não
2109,HP P1606dn,14/8/2024,3/8/2022,Não,Sim,Não
2110,Brother 8157dn,21/7/2024,10/1/2023,Sim,Não,Não
2111,HP 1015,20/4/2024,19/1/2023,Sim,Não,Não
2112,HP P1606dn,8/4/2024,10/12/2023,Sim,Não,Não
2113,Brother 8952dw,9/3/2024,28/7/2022,Não,Sim,Sim
2114,HP M1212nf,14/9/2024,4/8/2022,Não,Não,Sim
2115,HP Pro M127fn,2/1/2024,1/5/2022,Não,Não,Sim
2116,Brother L5652dn,18/1/2024,23/9/2020,Sim,Não,Não
2117,Brother 8952dw,20/1/2024,5/1/2020,Sim,Não,Não
2118,HP Pro M127fn,28/3/2024,19/7/2023,Sim,Não,Não
2119,HP M1212nf,5/1/2024,4/11/2023,Sim,Não,Não
2120,Kyocera M2040dn,23/1/2024,22/3/2023,Sim,Não,Não
2121,HP 1015,13/7/2024,22/2/2023,Sim,Não,Não
2122,HP MFP M225dw,10/7/2024,26/9/2023,Sim,Não,Não
2123,Brother 8952dw,17/11/2024,10/11/2022,Sim,Não,Não
2124,Brother 8952dw,23/4/2024,28/8/2020,Sim,Não,Não
2125,HP 1015,7/8/2024,8/3/2020,Sim,Não,Não
2126,HP M1212nf,16/6/2024,5/5/2022,Sim,Não,Não
2127,Brother 8157dn,14/2/2024,27/2/2020,Sim,Não,Não
2128,Brother 7065dn,6/5/2024,6/6/2023,Sim,Não,Não
2129,HP 1015,20/12/2024,22/10/2023,Não,Sim,Não
2130,HP P2055dn,27/7/2024,13/4/2023,Sim,Não,Não
2131,HP P2055dn,2/7/2024,2/3/2022,Sim,Não,Não
2132,HP 1015,12/11/2024,24/8/2021,Sim,Não,Não
2133,Brother 8157dn,27/11/2024,21/4/2020,Sim,Não,Não
2134,HP Pro M127fn,17/10/2024,19/11/2022,Não,Sim,Não
2135,Brother 8157dn,1/12/2024,19/7/2021,Sim,Não,Não
2136,Kyocera M2040dn,20/10/2024,20/10/2022,Sim,Não,Não
2137,HP 1015,19/9/2024,23/6/2022,Sim,Não,Não
2138,HP MFP M225dw,12/6/2024,21/2/2023,Sim,Não,Não
2139,HP M1212nf,7/9/2024,26/6/2022,Sim,Não,Não
2140,Brother L5652dn,20/11/2024,3/3/2020,Sim,Não,Não
2141,HP M1212nf,6/3/2024,4/8/2021,Sim,Não,Não
2142,HP M1212nf,20/12/2024,15/8/2022,Não,Não,Sim
2143,HP Pro M127fn,23/5/2024,15/7/2021,Sim,Não,Não
2144,Brother 8952dw,10/6/2024,11/11/2021,Sim,Não,Não
2145,HP P2055dn,1/1/2024,16/10/2022,Sim,Não,Não
2146,HP Pro M201dw,12/6/2024,18/5/2020,Sim,Não,Não
2147,Brother L5652dn,8/11/2024,13/7/2021,Sim,Não,Não
2148,Brother L5652dn,20/6/2024,23/8/2022,Sim,Não,Não
2149,HP P2055dn,24/11/2024,8/3/2020,Não,Sim,Não
2150,HP P1606dn,28/9/2024,25/6/2022,Sim,Não,Não
2151,HP P1606dn,17/4/2024,7/2/2023,Sim,Não,Não
2152,Brother L5652dn,2/3/2024,6/2/2021,Sim,Não,Não
2153,Brother L5652dn,4/10/2024,21/2/2020,Não,Sim,Não
2154,HP P2055dn,6/12/2024,22/3/2023,Sim,Não,Não
2155,Brother 8952dw,13/4/2024,6/11/2023,Sim,Não,Não
2156,Brother 8952dw,1/8/2024,20/8/2020,Não,Sim,Não
2157,Brother 8952dw,3/9/2024,24/5/2023,Sim,Não,Não
2158,HP Pro M201dw,22/11/2024,1/4/2022,Sim,Não,Não
2159,Brother 8157dn,14/6/2024,20/2/2023,Não,Sim,Não
2160,Brother L5652dn,3/5/2024,18/1/2021,Sim,Não,Não
2161,Kyocera M2040dn,25/9/2024,10/3/2020,Sim,Não,Não
2162,Brother 7065dn,5/12/2024,13/7/2020,Sim,Não,Não
2163,HP M1212nf,10/4/2024,10/5/2023,Sim,Não,Não
2164,Brother 8952dw,24/10/2024,17/2/2021,Não,Sim,Não
2165,Brother L5652dn,24/11/2024,24/4/2022,Sim,Não,Não
2166,HP MFP M225dw,14/12/2024,19/6/2020,Sim,Não,Não
2167,Kyocera M2040dn,20/1/2024,27/6/2023,Sim,Não,Não
2168,HP 1015,14/5/2024,13/1/2023,Sim,Não,Não
2169,HP P1606dn,6/7/2024,10/9/2022,Não,Não,Sim
2170,Brother 7065dn,23/3/2024,28/2/2020,Sim,Não,Não
2171,HP P2055dn,13/8/2024,4/9/2022,Não,Não,Sim
2172,HP M1212nf,12/1/2024,18/2/2022,Sim,Não,Não
2173,HP P1606dn,3/4/2024,11/6/2023,Sim,Não,Não
2174,HP P2055dn,9/10/2024,8/7/2021,Não,Não,Sim
2175,HP P2055dn,1/3/2024,12/7/2021,Não,Sim,Não
2176,Brother 7065dn,4/6/2024,10/4/2023,Sim,Não,Não
2177,HP Pro M127fn,22/4/2024,21/3/2022,Sim,Não,Não
2178,HP M1212nf,15/10/2024,28/9/2021,Sim,Não,Não
2179,HP Pro M127fn,14/6/2024,13/3/2020,Sim,Não,Não
2180,HP P1606dn,8/11/2024,4/11/2022,Não,Sim,Não
2181,HP MFP M225dw,15/12/2024,15/8/2021,Sim,Não,Não
2182,Kyocera M2040dn,11/5/2024,21/1/2021,Sim,Não,Não
2183,Brother 8157dn,8/7/2024,1/6/2023,Não,Sim,Não
2184,HP M1212nf,27/6/2024,13/12/2023,Sim,Não,Não
2185,Brother L5652dn,25/8/2024,2/1/2022,Sim,Não,Não
2186,Brother 8157dn,26/1/2024,13/8/2022,Não,Sim,Não
2187,HP Pro M201dw,25/6/2024,27/7/2021,Sim,Não,Não
2188,Brother L5652dn,26/11/2024,28/7/2021,Sim,Não,Não
2189,Brother 8157dn,24/12/2024,3/12/2021,Não,Sim,Não
2190,Brother 8952dw,24/7/2024,4/10/2021,Sim,Não,Não
2191,Brother 7065dn,9/8/2024,28/1/2023,Sim,Não,Não
2192,Brother 8952dw,8/9/2024,28/11/2021,Sim,Não,Não
2193,Kyocera M2040dn,2/5/2024,8/10/2022,Sim,Não,Não
2194,HP 1015,25/9/2024,10/4/2022,Sim,Não,Não
2195,HP P1606dn,12/6/2024,8/10/2020,Sim,Não,Não
2196,HP M1212nf,12/3/2024,4/3/2021,Sim,Não,Não
2197,Brother 8157dn,7/4/2024,16/4/2020,Sim,Não,Não
2198,Brother L5652dn,21/10/2024,24/5/2022,Não,Sim,Não
2199,Brother L5652dn,21/8/2024,11/9/2021,Sim,Não,Não
2200,HP 400M425dn,10/6/2024,21/12/2022,Sim,Não,Não
2201,HP Pro M127fn,27/11/2024,19/10/2023,Não,Sim,Não
2202,Brother 8157dn,14/6/2024,16/1/2023,Sim,Não,Não
2203,Brother 8952dw,28/2/2024,21/11/2022,Sim,Não,Não
2204,HP P1606dn,1/5/2024,17/10/2020,Sim,Não,Não
2205,Brother 8952dw,4/11/2024,19/8/2023,Sim,Não,Não
2206,HP P1606dn,21/4/2024,14/1/2020,Sim,Não,Não
2207,Brother 8952dw,2/12/2024,14/4/2022,Sim,Não,Não
2208,Brother 8157dn,6/9/2024,15/8/2023,Sim,Não,Não
2209,HP P2055dn,20/7/2024,17/2/2023,Sim,Não,Não
2210,Brother 8157dn,23/8/2024,2/7/2023,Sim,Não,Não
2211,HP MFP M225dw,1/11/2024,20/6/2023,Não,Não,Sim
2212,Brother 7065dn,24/6/2024,17/4/2023,Sim,Não,Não
2213,Brother 8952dw,7/8/2024,27/2/2020,Sim,Não,Não
2214,Brother 8157dn,6/10/2024,28/4/2022,Sim,Não,Não
2215,HP M1212nf,21/4/2024,13/11/2023,Sim,Não,Não
2216,Brother 8157dn,23/12/2024,19/1/2021,Sim,Não,Não
2217,HP Pro M127fn,13/8/2024,5/2/2020,Sim,Não,Não
2218,Kyocera M2040dn,6/5/2024,26/6/2023,Sim,Não,Não
2219,Brother 8157dn,4/11/2024,18/9/2021,Sim,Não,Não
2220,HP P2055dn,18/10/2024,3/5/2023,Sim,Não,Não
2221,HP Pro M201dw,22/4/2024,27/12/2022,Sim,Não,Não
2222,HP 1015,9/5/2024,4/9/2021,Não,Sim,Sim
2223,Brother 7065dn,28/5/2024,26/11/2023,Sim,Não,Não
2224,HP Pro M127fn,25/1/2024,12/9/2021,Sim,Não,Não
2225,HP 1015,12/3/2024,17/1/2021,Sim,Não,Não
2226,Brother 8157dn,2/8/2024,28/4/2022,Sim,Não,Não
2227,Kyocera M2040dn,1/2/2024,4/10/2021,Sim,Não,Não
2228,Brother 8157dn,1/4/2024,17/3/2020,Não,Sim,Não
2229,HP Pro M201dw,17/5/2024,26/3/2020,Sim,Não,Não
2230,Brother 7065dn,4/12/2024,5/10/2023,Sim,Não,Não
2231,Brother 8157dn,24/1/2024,8/4/2021,Sim,Não,Não
2232,Brother 7065dn,7/1/2024,16/2/2020,Sim,Não,Não
2233,Brother 7065dn,24/7/2024,25/9/2023,Sim,Não,Não
2234,HP P1606dn,23/3/2024,26/11/2022,Não,Não,Sim
2235,Brother 8157dn,21/3/2024,27/4/2023,Sim,Não,Não
2236,HP P2055dn,9/11/2024,4/5/2023,Sim,Não,Não
2237,HP M1212nf,19/12/2024,18/7/2023,Sim,Não,Não
2238,HP P2055dn,10/1/2024,8/2/2023,Sim,Não,Não
2239,HP M1212nf,3/10/2024,19/10/2022,Sim,Não,Não
2240,HP Pro M201dw,26/9/2024,2/5/2021,Sim,Não,Não
2241,Brother L5652dn,15/8/2024,6/2/2021,Sim,Não,Não
2242,Brother 8952dw,3/4/2024,28/3/2020,Sim,Não,Não
2243,Brother 7065dn,27/9/2024,21/11/2020,Sim,Não,Não
2244,Brother 8952dw,28/10/2024,14/7/2022,Sim,Não,Não
2245,Brother 8157dn,20/8/2024,1/1/2020,Não,Sim,Não
2246,HP 1015,17/6/2024,9/1/2020,Sim,Não,Não
2247,Brother L5652dn,1/9/2024,7/9/2021,Sim,Não,Não
2248,Brother 8157dn,1/6/2024,23/9/2022,Não,Sim,Não
2249,HP MFP M225dw,17/5/2024,1/7/2023,Não,Sim,Não
2250,HP P1606dn,2/2/2024,28/11/2020,Não,Sim,Não
2251,HP P2055dn,6/6/2024,16/7/2021,Sim,Não,Não
2252,HP P2055dn,7/5/2024,20/12/2022,Sim,Não,Não
2253,HP P2055dn,12/7/2024,23/2/2023,Não,Sim,Não
2254,HP Pro M201dw,6/4/2024,28/4/2022,Não,Sim,Não
2255,Brother L5652dn,13/6/2024,4/3/2022,Sim,Não,Não
2256,Brother 8157dn,11/1/2024,26/4/2023,Não,Sim,Não
2257,Brother L5652dn,1/3/2024,18/1/2022,Sim,Não,Não
2258,HP P1606dn,4/4/2024,13/7/2022,Sim,Não,Não
2259,HP MFP M225dw,3/4/2024,22/12/2020,Sim,Não,Não
2260,Brother 8157dn,22/1/2024,9/9/2020,Sim,Não,Não
2261,Brother L5652dn,15/4/2024,10/2/2023,Sim,Não,Não
2262,Brother 7065dn,23/1/2024,7/4/2022,Sim,Não,Não
2263,HP M1212nf,12/2/2024,7/4/2021,Sim,Não,Não
2264,HP P2055dn,11/4/2024,17/11/2021,Não,Sim,Não
2265,Brother 7065dn,27/1/2024,11/9/2021,Sim,Não,Não
2266,Brother 8157dn,19/11/2024,24/11/2023,Não,Sim,Não
2267,HP 1015,6/5/2024,21/11/2023,Sim,Não,Não
2268,HP MFP M225dw,17/9/2024,3/7/2020,Não,Não,Sim
2269,Brother 7065dn,7/10/2024,1/1/2022,Não,Sim,Não
2270,HP P2055dn,8/3/2024,4/12/2022,Sim,Não,Não
2271,Brother 8952dw,14/6/2024,21/12/2022,Sim,Não,Não
2272,Brother 8157dn,17/4/2024,9/11/2023,Sim,Não,Não
2273,Brother 8952dw,17/1/2024,27/6/2022,Sim,Não,Não
2274,HP Pro M201dw,12/10/2024,3/2/2020,Não,Sim,Não
2275,HP Pro M127fn,15/11/2024,14/9/2022,Sim,Não,Não
2276,HP 1015,4/8/2024,18/10/2021,Não,Não,Sim
2277,HP P2055dn,13/2/2024,21/1/2022,Sim,Não,Não
2278,HP 1015,26/7/2024,10/3/2020,Sim,Não,Não
2279,HP MFP M225dw,17/4/2024,20/10/2020,Sim,Não,Não
2280,Kyocera M2040dn,5/7/2024,22/8/2023,Sim,Não,Não
2281,Kyocera M2040dn,9/7/2024,4/6/2020,Sim,Não,Não
2282,HP Pro M127fn,12/8/2024,21/6/2020,Sim,Não,Não
2283,HP M1212nf,16/3/2024,2/10/2022,Sim,Não,Não
2284,HP P2055dn,4/9/2024,18/3/2023,Não,Sim,Não
2285,Kyocera M2040dn,19/12/2024,22/4/2023,Sim,Não,Não
2286,Brother 8952dw,15/7/2024,6/12/2022,Sim,Não,Não
2287,Brother 7065dn,20/11/2024,9/11/2023,Não,Não,Sim
2288,HP M1212nf,15/5/2024,17/9/2020,Não,Sim,Não
2289,Brother 7065dn,3/8/2024,22/11/2022,Sim,Não,Não
2290,Brother 8157dn,11/3/2024,20/1/2022,Sim,Não,Não
2291,HP P2055dn,17/9/2024,10/10/2023,Sim,Não,Não
2292,HP P2055dn,10/4/2024,16/11/2021,Sim,Não,Não
2293,HP 1015,22/6/2024,5/2/2022,Sim,Não,Não
2294,HP P2055dn,26/9/2024,2/8/2022,Sim,Não,Não
2295,Brother 8157dn,20/10/2024,6/3/2020,Sim,Não,Não
2296,Brother 7065dn,19/6/2024,9/10/2023,Sim,Não,Não
2297,Brother 7065dn,22/2/2024,12/2/2021,Não,Não,Sim
2298,HP MFP M225dw,16/9/2024,26/5/2022,Sim,Não,Não
2299,HP MFP M225dw,17/8/2024,23/7/2022,Sim,Não,Não
2300,Kyocera M2040dn,13/12/2024,24/3/2020,Sim,Não,Não
2301,HP P1606dn,19/1/2024,19/12/2021,Sim,Não,Não
2302,HP Pro M127fn,4/12/2024,25/12/2023,Sim,Não,Não
2303,Brother 7065dn,25/6/2024,23/9/2022,Sim,Não,Não
2304,Brother 7065dn,3/6/2024,15/10/2020,Sim,Não,Não
2305,HP P2055dn,8/2/2024,12/2/2023,Sim,Não,Não
2306,HP P2055dn,27/10/2024,9/11/2020,Não,Sim,Não
2307,HP M1212nf,16/6/2024,26/4/2023,Sim,Não,Não
2308,HP P2055dn,23/5/2024,27/7/2020,Sim,Não,Não
2309,HP 1015,16/2/2024,22/7/2022,Sim,Não,Não
2310,Brother 7065dn,6/3/2024,21/10/2023,Não,Sim,Não
2311,Brother 8952dw,5/5/2024,8/7/2020,Sim,Não,Não
2312,HP Pro M127fn,25/3/2024,20/12/2023,Sim,Não,Não
2313,Brother L5652dn,23/9/2024,11/12/2023,Sim,Não,Não
2314,HP P2055dn,13/12/2024,21/12/2023,Sim,Não,Não
2315,Brother L5652dn,13/1/2024,1/6/2023,Não,Sim,Não
2316,HP P2055dn,6/11/2024,5/2/2021,Sim,Não,Não
2317,HP P2055dn,27/2/2024,7/7/2023,Não,Não,Sim
2318,HP M1212nf,20/12/2024,27/11/2022,Sim,Não,Não
2319,Brother 8952dw,18/6/2024,4/6/2021,Sim,Não,Não
2320,HP Pro M127fn,1/12/2024,9/10/2023,Sim,Não,Não
2321,Brother L5652dn,2/11/2024,25/9/2021,Sim,Não,Não
2322,HP P1606dn,26/10/2024,14/3/2023,Sim,Não,Não
2323,Kyocera M2040dn,13/4/2024,16/1/2020,Sim,Não,Não
2324,HP MFP M225dw,22/3/2024,5/4/2022,Sim,Não,Não
2325,HP P2055dn,7/10/2024,5/7/2023,Sim,Não,Não
2326,HP Pro M201dw,8/5/2024,13/8/2022,Sim,Não,Não
2327,HP P2055dn,4/2/2024,13/10/2021,Não,Não,Sim
2328,HP M1212nf,10/10/2024,10/7/2020,Sim,Não,Não
2329,Brother L5652dn,1/2/2024,4/11/2020,Sim,Não,Não
2330,HP MFP M225dw,7/9/2024,4/7/2021,Sim,Não,Não
2331,Brother 8952dw,16/11/2024,2/3/2021,Sim,Não,Não
2332,HP MFP M225dw,16/2/2024,17/10/2023,Não,Sim,Não
2333,HP P2055dn,21/11/2024,15/4/2022,Sim,Não,Não
2334,HP P2055dn,18/3/2024,8/4/2021,Não,Sim,Não
2335,HP 1015,26/10/2024,9/4/2023,Sim,Não,Não
2336,HP 1015,22/4/2024,18/5/2020,Sim,Não,Não
2337,HP M1212nf,11/11/2024,8/2/2021,Não,Sim,Não
2338,Brother 7065dn,19/1/2024,20/6/2021,Sim,Não,Não
2339,HP M1212nf,13/3/2024,5/1/2022,Sim,Não,Não
2340,HP P2055dn,12/10/2024,11/3/2020,Não,Sim,Não
2341,Brother 8157dn,10/4/2024,17/2/2022,Não,Não,Sim
2342,HP Pro M127fn,24/7/2024,2/8/2020,Não,Sim,Não
2343,Brother 8157dn,25/1/2024,1/10/2022,Sim,Não,Não
2344,HP 1015,14/4/2024,14/10/2021,Sim,Não,Não
2345,HP M1212nf,13/5/2024,13/10/2022,Sim,Não,Não
2346,Brother 8157dn,27/10/2024,21/10/2023,Sim,Não,Não
2347,HP 400M425dn,26/3/2024,5/7/2023,Sim,Não,Não
2348,Brother 8157dn,18/3/2024,3/2/2022,Não,Sim,Não
2349,Brother L5652dn,17/6/2024,19/9/2021,Não,Sim,Não
2350,Brother 8157dn,28/8/2024,25/4/2020,Sim,Não,Não
2351,HP P1606dn,17/1/2024,17/4/2020,Sim,Não,Não
2352,Brother 8952dw,21/6/2024,22/12/2021,Sim,Não,Não
2353,Brother L5652dn,1/2/2024,9/8/2020,Não,Sim,Não
2354,Brother 8157dn,23/3/2024,18/8/2023,Sim,Não,Não
2355,Kyocera M2040dn,21/11/2024,22/7/2022,Sim,Não,Não
2356,HP P2055dn,25/6/2024,8/3/2022,Sim,Não,Não
2357,Brother 8157dn,27/5/2024,18/2/2022,Não,Sim,Não
2358,HP P2055dn,8/11/2024,13/2/2023,Sim,Não,Não
2359,Brother 8952dw,23/8/2024,26/7/2022,Não,Sim,Não
2360,HP Pro M201dw,23/11/2024,23/8/2020,Não,Sim,Não
2361,Brother 8157dn,5/8/2024,1/10/2023,Sim,Não,Não
2362,Kyocera M2040dn,18/11/2024,3/10/2022,Sim,Não,Não
2363,Brother 8157dn,9/3/2024,23/4/2023,Sim,Não,Não
2364,Brother 8157dn,2/5/2024,4/10/2021,Não,Sim,Não
2365,Brother 7065dn,9/11/2024,14/1/2022,Sim,Não,Não
2366,HP Pro M127fn,17/3/2024,4/12/2021,Sim,Não,Não
2367,HP P1606dn,12/7/2024,3/12/2022,Não,Não,Sim
2368,HP M1212nf,2/5/2024,21/5/2020,Sim,Não,Não
2369,Brother L5652dn,19/2/2024,28/6/2021,Não,Sim,Não
2370,Kyocera M2040dn,4/3/2024,2/1/2020,Sim,Não,Não
2371,Brother L5652dn,16/4/2024,20/3/2022,Não,Não,Sim
2372,HP Pro M127fn,22/2/2024,25/11/2022,Não,Sim,Não
2373,Brother 8952dw,16/3/2024,18/7/2021,Sim,Não,Não
2374,HP Pro M127fn,8/3/2024,10/4/2020,Sim,Não,Não
2375,HP MFP M225dw,8/8/2024,17/6/2021,Sim,Não,Não
2376,Brother 7065dn,24/8/2024,23/7/2022,Sim,Não,Não
2377,Brother L5652dn,15/7/2024,26/9/2021,Sim,Não,Não
2378,HP P2055dn,11/8/2024,10/4/2022,Sim,Não,Não
2379,HP P1606dn,21/2/2024,23/5/2023,Sim,Não,Não
2380,HP 1015,14/9/2024,22/7/2020,Sim,Não,Não
2381,HP Pro M127fn,9/7/2024,14/1/2021,Não,Sim,Não
2382,Brother 7065dn,4/4/2024,9/8/2020,Sim,Não,Não
2383,Kyocera M2040dn,27/5/2024,12/5/2023,Sim,Não,Não
2384,HP P1606dn,15/10/2024,14/4/2023,Não,Sim,Não
2385,Kyocera M2040dn,8/10/2024,14/11/2021,Sim,Não,Não
2386,Kyocera M2040dn,7/12/2024,15/3/2022,Sim,Não,Não
2387,HP 400M425dn,18/11/2024,25/3/2022,Sim,Não,Não
2388,HP P2055dn,2/2/2024,28/9/2020,Sim,Não,Não
2389,HP MFP M225dw,4/12/2024,20/5/2023,Não,Sim,Não
2390,HP MFP M225dw,14/7/2024,9/7/2022,Sim,Não,Não
2391,Brother 8157dn,18/3/2024,26/2/2023,Sim,Não,Não
2392,HP P2055dn,11/8/2024,25/6/2023,Sim,Não,Não
2393,HP P2055dn,24/12/2024,26/4/2020,Sim,Não,Não
2394,Kyocera M2040dn,9/11/2024,25/9/2022,Sim,Não,Não
2395,HP M1212nf,23/10/2024,10/12/2023,Sim,Não,Não
2396,HP P2055dn,4/5/2024,19/12/2022,Não,Sim,Não
2397,HP 400M425dn,17/8/2024,3/2/2023,Não,Sim,Não
2398,HP P2055dn,9/6/2024,18/10/2020,Sim,Não,Não
2399,Brother L5652dn,11/7/2024,28/9/2021,Sim,Não,Não
2400,Brother 8157dn,19/9/2024,24/6/2022,Não,Sim,Não
2401,Kyocera M2040dn,20/1/2024,2/8/2020,Sim,Não,Não
2402,HP P2055dn,20/11/2024,20/2/2021,Sim,Não,Não
2403,HP P1606dn,24/12/2024,19/11/2020,Sim,Não,Não
2404,HP P2055dn,8/8/2024,20/5/2020,Sim,Não,Não
2405,HP Pro M127fn,6/5/2024,16/6/2023,Sim,Não,Não
2406,Brother 8952dw,5/4/2024,11/12/2020,Sim,Não,Não
2407,HP M1212nf,11/3/2024,16/6/2022,Não,Sim,Não
2408,Brother 7065dn,20/1/2024,28/4/2022,Sim,Não,Não
2409,Kyocera M2040dn,10/10/2024,15/2/2021,Sim,Não,Não
2410,HP P2055dn,11/8/2024,17/9/2021,Sim,Não,Não
2411,HP P2055dn,13/12/2024,15/1/2022,Sim,Não,Não
2412,HP Pro M201dw,7/2/2024,6/6/2021,Não,Sim,Não
2413,HP P2055dn,13/8/2024,13/8/2020,Sim,Não,Não
2414,HP MFP M225dw,13/2/2024,3/4/2020,Não,Sim,Não
2415,Kyocera M2040dn,2/9/2024,19/7/2022,Sim,Não,Não
2416,Brother L5652dn,26/2/2024,28/4/2020,Sim,Não,Não
2417,Kyocera M2040dn,6/11/2024,23/1/2021,Sim,Não,Não
2418,Kyocera M2040dn,4/5/2024,28/7/2020,Sim,Não,Não
2419,Brother 7065dn,11/7/2024,19/6/2021,Sim,Não,Não
2420,HP M1212nf,12/12/2024,15/3/2022,Sim,Não,Não
2421,Brother 8952dw,17/8/2024,27/11/2021,Não,Sim,Não
2422,Brother 7065dn,28/2/2024,18/1/2020,Não,Sim,Não
2423,Brother L5652dn,8/2/2024,21/10/2023,Não,Sim,Não
2424,HP Pro M201dw,12/10/2024,26/5/2022,Não,Sim,Não
2425,HP 400M425dn,1/4/2024,24/10/2020,Sim,Não,Não
2426,Brother 7065dn,20/5/2024,7/1/2022,Sim,Não,Não
2427,HP MFP M225dw,2/6/2024,8/10/2022,Sim,Não,Não
2428,HP MFP M225dw,21/3/2024,3/4/2020,Sim,Não,Não
2429,HP P2055dn,6/2/2024,14/4/2023,Sim,Não,Não
2430,HP Pro M127fn,28/5/2024,10/10/2023,Sim,Não,Não
2431,HP 1015,10/4/2024,23/1/2020,Não,Não,Sim
2432,HP Pro M127fn,21/8/2024,5/2/2020,Sim,Não,Não
2433,HP Pro M127fn,10/6/2024,8/12/2022,Sim,Não,Não
2434,HP Pro M201dw,20/12/2024,16/2/2020,Sim,Não,Não
2435,HP P1606dn,14/10/2024,27/9/2020,Não,Sim,Não
2436,HP Pro M201dw,24/5/2024,24/5/2020,Não,Não,Sim
2437,Brother 8157dn,13/2/2024,10/11/2022,Sim,Não,Não
2438,Brother 8157dn,22/2/2024,5/9/2022,Sim,Não,Não
2439,HP P2055dn,9/2/2024,19/6/2021,Sim,Não,Não
2440,HP M1212nf,4/3/2024,27/9/2022,Não,Sim,Não
2441,Brother 8157dn,21/8/2024,22/2/2021,Não,Sim,Não
2442,HP 1015,12/10/2024,8/9/2023,Sim,Não,Não
2443,HP P2055dn,28/9/2024,11/7/2022,Não,Sim,Sim
2444,Brother L5652dn,24/4/2024,15/3/2022,Sim,Não,Não
2445,Kyocera M2040dn,19/11/2024,27/5/2023,Sim,Não,Não
2446,Brother 7065dn,28/10/2024,9/8/2020,Sim,Não,Não
2447,HP M1212nf,18/2/2024,26/8/2022,Sim,Não,Não
2448,Kyocera M2040dn,22/6/2024,15/4/2020,Sim,Não,Não
2449,HP 1015,12/2/2024,8/11/2021,Sim,Não,Não
2450,Brother 7065dn,6/12/2024,17/4/2022,Sim,Não,Não
2451,HP P2055dn,8/1/2024,8/1/2020,Sim,Não,Não
2452,Brother 8952dw,5/3/2024,7/9/2023,Sim,Não,Não
2453,HP 400M425dn,18/4/2024,13/10/2023,Sim,Não,Não
2454,Kyocera M2040dn,17/10/2024,6/1/2023,Sim,Não,Não
2455,HP P1606dn,1/9/2024,2/11/2020,Sim,Não,Não
2456,Brother 7065dn,10/7/2024,13/3/2021,Sim,Não,Não
2457,HP 1015,6/6/2024,27/8/2023,Não,Não,Sim
2458,HP 1015,28/3/2024,13/4/2023,Sim,Não,Não
2459,HP P2055dn,11/7/2024,1/4/2022,Sim,Não,Não
2460,Brother L5652dn,21/12/2024,20/2/2023,Sim,Não,Não
2461,HP P2055dn,28/10/2024,11/9/2022,Não,Sim,Não
2462,HP M1212nf,14/8/2024,10/2/2020,Sim,Não,Não
2463,HP MFP M225dw,26/7/2024,12/11/2021,Sim,Não,Não
2464,Kyocera M2040dn,19/7/2024,13/10/2020,Sim,Não,Não
2465,HP P1606dn,21/9/2024,21/6/2022,Sim,Não,Não
2466,HP M1212nf,4/10/2024,17/11/2021,Não,Sim,Não
2467,Brother 8952dw,26/11/2024,9/6/2020,Não,Não,Sim
2468,HP P2055dn,5/10/2024,19/11/2023,Não,Sim,Não
2469,Brother L5652dn,19/1/2024,7/12/2023,Sim,Não,Não
2470,HP 1015,9/10/2024,13/2/2023,Não,Não,Sim
2471,Brother 7065dn,8/10/2024,9/2/2022,Sim,Não,Não
2472,Brother 7065dn,7/10/2024,24/9/2020,Sim,Não,Não
2473,HP M1212nf,2/9/2024,1/10/2022,Sim,Não,Não
2474,HP P2055dn,16/12/2024,21/1/2022,Sim,Não,Não
